id,headline
352,Sześć milionów butelek młodego tegorocznego wina Novello przygotowano na rynek we Włoszech.
353,"O 9,9 proc. wzrosły w Porcie Gdynia w okresie styczeń-luty 2021 przeładunki kontenerów w porównaniu do tego samego okresu ub. roku – podał kierownik działu marketingu i komunikacji korporacyjnej Zarządu Morskiego Portu Gdynia Marcin Wojciechowski."
354,PGNiG spodziewa wydobyć w tym roku ok. 115 tys. ton ropy ze złoża Skogul w Norwegii – podała spółka.
355,Nie będzie zapowiadanej rewolucji w podatku VAT.
356,"Obowiązujący w Belgii system korzyści podatkowych był nielegalny, a korzystające z niego korporacje będą musiały zwrócić fiskusowi łącznie 700 mln euro – ogłosiła w poniedziałek Komisja Europejska. – W skrócie ten system umożliwiał płacenie znacznie niższych podatków tylko z tego powodu, że firmy, których to dotyczyło, były międzynarodowe – powiedziała unijna komisarz ds. konkurencji Margrethe Vestager."
357,8 marca zawieszą swoją działalność w Rosji perfumerie z logo Sephora.
358,Najdłuższy i najgłębszy tunel kolejowy na świecie został oddany w niedzielę do użytku komercyjnego.
359,Volvo do końca 2022 r. opuści Europejskie Stowarzyszenie Producentów Samochodów (ACEA) z powodu rozbieżności podejściu do celów klimatycznych – podała w piątek agencja Reutera.
360,"Stocznia Gdańska, czyli kolebka „Solidarności”, wróci w polskie ręce."
361,"Polacy kupują i spożywają więcej whisky, sięgają też po droższe marki – pisze „Puls Biznesu”."
362,"„Ten ważny kontrakt postawi na nogi podkarpacką zbrojownię, da pracę na lata Hucie Stalowa Wola, ale wzmocni też armię, która zyska odstraszającą, artyleryjską pięść” – podaje środowa „Rzeczpospolita”."
363,"Brokuł, nazywany też kapustą szparagową, to jedno z najzdrowszych warzyw."
364,Spółka zależna PGNiG złożyła do Trybunału Sprawiedliwości UE pozew przeciwko KE ws. wyłączenia gazociągu OPAL spod wymogów trzeciego pakietu energetycznego – poinformował prezes PGNiG Piotr Woźniak.
365,"Goście Światowego Forum Ekonomicznego w Davos mogą zwiedzać „Dom zbrodni rosyjskich”, czyli wystawę zdjęć, dokumentujących zbrodnie Rosji dokonane na Ukrainie."
366,"Decyzja, w jakim mieście w przyszłym roku zacznie funkcjonować sieć 5G będzie zależała od zwycięzców aukcji częstotliwości z pasma 3,6 GHz, ale obstawiam, że będzie to Warszawa – powiedział szef resortu cyfryzacji Marek Zagórski."
367,"Tegoroczny deficyt budżetowy będzie większy o 3,9 mld zł i wyniesie 49,98 mld zł wobec założonych pierwotnie 46,08 mld zł, a deficyt sektora finansów publicznych może przejściowo nieznacznie przekroczyć 3 proc. – podało MF w komunikacie nt. zapowiedzianej noweli budżetu na 2015 r."
368,W 2020 r.
369,Prezes Urzędu Ochrony Konkurencji i Konsumentów wszczął postępowanie przeciwko T-Mobile Polska w sprawie praktyk naruszających zbiorowe interesy konsumentów.
370,"Prawie 90 proc. konsumentów po skończeniu gonitwy za prezentami znowu rusza na łowy przy okazji posezonowych wyprzedaży – wynika z raportu KPMG, do którego dotarła „Rzeczpospolita”."
371,Polska podpisała umowę kredytową z Europejskim Bankiem Inwestycyjnym (EBI) na wsparcie Programu Rozwoju Obszarów Wiejskich na lata 2014-20.
372,"Przedstawiono zarząd spółki, która zajmie się budową Centralnego Portu Komunikacyjnego."
373,Trwają prace nad projektem nowelizacji ustawy o Centralnym Porcie Komunikacyjnym; w połowie sierpnia zostanie on przedstawiony Radzie Społecznej – zapowiedział pełnomocnik rządu ds.
374,"Z prognozy frekwencji w pociągach opracowanej przez Urząd Transportu Kolejowego wynika, że na koniec tego roku liczba pasażerów kolei powinna zamknąć się między 208 a 240 mln."
375,Prezydent elekt Donald Trump skrytykował we wtorek na Twitterze General Motors za produkowanie modelu samochodu Chevy Cruze w Meksyku i importowanie ich do USA; zagroził firmie nałożeniem wysokich ceł.
376,"Ministerstwo Finansów uruchomiło kalkulator wynagrodzeń, który pozwala obliczyć wysokość pensji osób zatrudnionych na etacie i pracujących na umowie zleceniu po zmianach stawki podatku PIT."
377,"W ten weekend ING Bank Śląski, mBank i BZ WBK zamierzają przeprowadzić modernizację swoich systemów transakcyjnych."
378,"Niedzielny zakaz handlu w tym miesiącu obejmie aż cztery niedziele, w tym również tę najbliższą."
379,"W życie weszło nowe Prawo budowlane. „Gazeta Polska Codziennie” wskazuje, że efektem zmian ma być wzrost liczby oddawanych mieszkań dzięki prostszemu i szybszemu procesowi inwestycyjnemu w budownictwie."
380,"Polska powinna skorzystać na zmianach w światowych łańcuchach dostaw, które zaczęły się wskutek pandemii – uważają ekonomiści."
381,Operatorzy komórkowi będą musieli blokować SMS-y i połączenia głosowe wyłudzające dane – podkreślił pełnomocnik rządu ds. cyberbezpieczeństwa Janusz Cieszyński.
382,"Przed zakończeniem obrad V kongresu PiS-u, Jarosław Kaczyński przedstawił delegatom pomysł na wykorzystanie 140 miliardów złotych, które jeszcze zostały w OFE."
383,Produkty spożywcze znad Wisły kontynuują podbój światowych rynków.
384,"Wicepremier i minister aktywów państwowych Jacek Sasin poinformował, że w pierwszym półroczu 2021 r."
385,Minister funduszy i polityki regionalnej Grzegorz Puda oraz sekretarz stanu do spraw gospodarki Szwajcarii Helene Budliger Artidea podpisali w Warszawie umowę w sprawie kolejnych funduszy szwajcarskich dla Polski.
386,Niemiecki importer gazu VNG przekaże Rosji płatności za dostawy błękitnego surowca za pośrednictwem Gazprombanku.
387,Według szefa NBP Adama Glapińskiego misją Donalda Tuska jest wprowadzenie Polski do zarządzanej przez Niemcy strefy euro.
388,Świat ogarnęła nowa gorączka złota.
389,"Jeden z najbogatszych Polaków, Krzysztof Klicki, rezygnuje z funkcji prezesa spółki Kolporter."
390,Notowania kontraktów na gaz na holenderskim hubie TTF wzrosły w piątek o ok. 18 proc.
391,"Ceny ropy naftowej spadają, a wraz z nimi ceny gazu, za który od 1 września  zapłacimy mniej."
392,"O 5,6 proc. wzrosła w grudniu 2021 r. w porównaniu do listopada liczba podmiotów nowo zarejestrowanych w rejestrze REGON; wyrejestrowano o 32,7 proc. firm więcej niż przed miesiącem – podał Główny Urząd Statystyczny."
393,"Według stanu na 16 października 2020 r. wartość przyznanej pomocy z tarczy antykryzysowej i finansowej wynosi 145 mld zł – podało w piątek Ministerstwo Rozwoju, Pracy i Technologii."
394,"Resort handlu USA czasowo złagodził sankcje wobec chińskiego koncernu Huawei, by zminimalizować zakłócenia w funkcjonowaniu klientów firmy – podała we wtorek agencja Reutera."
395,"– Struktura długu Skarbu Państwa jest bezpieczna, w ostatnich latach uległa znacznej poprawie."
396,"Orange Polska nie zgadza się z decyzją Urzędu Ochrony Konkurencji i Konsumentów, który nałożył na spółkę karę blisko 30 mln zł."
397,Unia Europejska zdecydowała o narzuceniu swoim obywatelom aut elektrycznych poprzez zakaz rejestrowania samochodów spalinowych po 2035 roku. – To jest ślepa uliczka – powiedział o samochodach zasilanych baterią polski kierowca rajdowy Krzysztof Hołowczyc.
398,"Agencja ratingowa DBRS Morningstar potwierdziła długoterminowe ratingi Polski w obcej i lokalnej walucie na poziomie „A”, utrzymując dla nich perspektywę stabilną."
399,"Przygotowanie Centralnego Portu Komunikacyjnego weszło w nowy etap, gdyż przyjęto właśnie Strategiczne Studium Lokalizacyjne."
400,"Popularność tzw. finansowania społecznościowego bije rekordy, a będzie wciąż rosła."
401,Sklepy w Stanach Zjednoczonych przeżywają prawdziwe oblężenie.
402,Polscy deweloperzy masowo rewitalizują zabytkowe kamienice i fabryki.
403,"Europoseł PO Radosław Sikorski poinformował, że w związku z epidemią liczba pasażerów obsługiwanych przez polskie lotniska spadła o 99 proc."
404,W rekordowo krótkim czasie 62 minut mają jeździć w weekendy pociągi między Łodzią i Warszawą.
405,"Piątek na Wall Street zakończył się spadkami, a Dow Jones stracił 170 punktów."
406,Do końca roku Ministerstwo Gospodarki Morskiej i Żeglugi Śródlądowej chce przedstawić plan zagospodarowania przestrzennego polskiego morza.
407,"Sejmowa komisja finansów zaproponowała poprawki do rządowego projektu tzw. tarczy antykryzysowej 4.0, wprowadzające m.in możliwość pozyskiwania danych przez UOKiK w celu przeciwdziałania tworzeniu zatorów płatniczych oraz uproszczenie instrumentów faktoringowych."
408,"Leroy Merlin poinformowało, że nie wycofa się z rosyjskiego rynku mimo inwazji na Ukrainę. „Polskie Radio podjęło decyzję o zerwaniu współpracy reklamowej z francuską marką Leroy Merlin i zaprzestaniu emisji jej reklam na wszystkich swoich antenach” – przekazała teraz stacja."
409,Nawet 10 milionów telefonów z systemem operacyjnym Android może być zainfekowanych złośliwym oprogramowaniem.
410,"Norweska linia promowa Havila Kystruten zdecydowała, że nie będzie przyjmować na pokłady swoich statków samochodów z napędem elektrycznym, hybrydowym i wodorowym."
411,"Słynny serbski tenisista Novak Djokovic jest właścicielem 80 procent akcji w duńskiej firmie biotechnologicznej QuantBioRes, która zajmuje się m.in. opracowaniem leku na COVID-19 – poinformował dyrektor generalny spółki Ivan Loncarevic."
412,"Na koniec sierpnia 2021 r. oficjalne aktywa rezerwowe Polski, zarządzane przez NBP, wynosiły 143,4 mld euro, a w przeliczeniu na dolary amerykańskie 169,5 mld dolarów – poinformował we wtorkowym komunikacie Narodowy Bank Polski."
413,Dziś Główny Urząd Statystyczny poda dane na temat bezrobocia w marcu.
414,"Polska produkcja przemysłowa w lutym br. wzrosła o 17,8 proc. rdr."
415,W Europie rozprzestrzenia się największa w historii epidemia grypy ptaków – tylu ognisk jeszcze nigdy nie było.
416,"W perspektywie kilku lat wzrost gospodarczy Polski zwolni, spadnie deficyt i dług – ocenia Międzynarodowy Fundusz Walutowy."
417,"Wśród 500 największych firm w Europie Środkowo-Wschodniej, aż 170 to polskie przedsiębiorstwa –  informuje „Rzeczpospolita”, która wraz z firmą doradczą Deloitte przygotowała listę „Europa 500”."
418,Saudi Aramco prześcignęło Apple i zostało najwyżej wycenianą firmą na świecie.
419,"Mimo trudnego sezonu, w 2020 roku Polska znalazła się w gronie czołowych producentów wiśni na świecie."
420,W 2019 r.
421,To może być rekordowy rok.
422,"Pomorska Specjalna Strefa Ekonomiczna, Agencja Rozwoju Przemysłu i Stocznia Gdańsk rozpoczynają projekt rewitalizacji terenów wyspy Ostrów."
423,Większość firm inwestujących w specjalnych strefach ekonomicznych (SSE) zarządzanych przez Agencję Rozwoju Przemysłu to podmioty z polskim kapitałem – informuje „Nasz Dziennik”.
424,Według „Rzeczpospolitej” Orlen ma duże szanse na uzyskanie zgody KE ws. przejęcia gdańskiego Lotosu.
425,Gazoport wzmacnia potencjał i współpracę państw UE - wskazał prezydent Andrzej Duda w liście odczytanym podczas wyładunku 100. dostawy LNG w gazoporcie w Świnoujściu.
426,"Holding spożywczy będzie reprezentował interesy rolników i próbował przełamywać zmowy cenowe – podkreślił w piątek minister rolnictwa Henryk Kowalczyk. – Jesteśmy na ostatniej prostej, by powstał – dodał minister aktywów państwowych Jacek Sasin."
427,Po raz czwarty PKN Orlen znalazł się wśród najbardziej etycznych firm świata.
428,"Podpisanie 10 nowych umów w sprawie bilateralnej współpracy między przedsiębiorstwami z Polski i Kazachstanu, a także porozumień o współpracy instytucjonalnej to jeden z głównych efektów zakończonego w Astanie Polsko-Kazachstańskiego Forum Gospodarczego."
429,Popyt na kredyt hipoteczny przeżywa załamanie z powodu silnego wzrostu stóp procentowych i pogorszenia się zdolności kredytowej Polaków – przekazał Tomasz Frąckowiak z PKO BP.
430,Ten rok będzie dla polskiego rynku motoryzacyjnego rekordowy – informuje „Puls Biznesu”.
431,Amerykańska sieć Starbucks zamierza zamknąć „wiele kawiarni” na rodzimym rynku – ogłosił dyrektor generalny firmy Howard Schultz.
432,"Jako miejsce zagranicznych wakacji Polacy najchętniej wybierają Grecję, jednak coraz popularniejsza  jest Turcja."
433,"Uszczelnienie VAT może dać w tym roku nawet 15 mld zł – podaje „Dziennik Gazeta Prawna”, powołując się na ekonomistów Credit Agricole."
434,"Firma doradztwa rolniczego UkrAgroConsult prognozuje, że zbiory kukurydzy i pszenicy spadną o połowę, a oleju słonecznikowego o 30–40 proc. – przekazało w piątek biuro analiz UBS."
435,Rząd Ukrainy zaakceptował memorandum dotyczące współpracy z amerykańską firmą w sprawie dostaw skroplonego gazu ziemnego (LNG) z USA.
436,Bezpieczeństwo żywnościowe trzeba postawić na równi z bezpieczeństwem obronnym i energetycznym - zaznaczył komisarz UE ds. rolnictwa Janusz Wojciechowski.
437,Osoby urodzone po 1948 roku mogą się starać o specjalną rekompensatę za zmęczony przed laty wzrok przed monitorem kineskopowym – czytamy w poniedziałkowej „Rzeczpospolitej”.
438,"Związek Banków Polskich przedstawi pięć postulatów zmian ustawy o frankowiczach; chce m.in. wprowadzenia kryterium dochodowego, „bo kredyty frankowe oferowano głównie najzamożniejszym”. – I zmniejszenia określonej w ustawie powierzchni nieruchomości - powiedział PAP szef Związku Krzysztof Pietraszkiewicz. – Ta ustawa nie może wejść w życie, dlatego że to by było po prostu szaleństwo – dodał w rozmowie z TVP Info."
439,"Biały Dom ogłosił we wtorek, że sprzeda kolejne 20 mln baryłek ropy naftowej ze swojej rezerwy strategicznej."
440,Dostawcy jedzenia z restauracji mocno rozwijają sieć kurierów i obsługiwanych punktów.
441,Airbus przyznaje zakładom w Polsce kolejne zlecenia.
442,"Chcemy wprowadzić termin składania wniosków o postępowania wyjaśniające z Tarczy PFR 2.0 do 15 kwietnia, a termin wypłat subwencji do 30 czerwca – powiedział wiceprezes Polskiego Funduszu Rozwoju Bartosz Marczuk."
443,"Politycy PO unikają odpowiedzi na pytania, jak zamierzają sfinansować rewolucyjne zapowiedzi Donalda Tuska."
444,"Rzecznik rządu Piotr Müller powiedział, że w kontekście unijnego budżetu celem Polski jest wyrównanie unijnych dopłat dla rolników."
445,"Szacowana stopa bezrobocia rejestrowanego w grudniu 2019 r. wyniosła 5,2 proc. i w porównaniu do miesiąca poprzedniego wzrosła o 0,1 punktu procentowego – poinformowała minister rodziny, pracy i polityki społecznej Marlena Maląg."
446,Do grona najmłodszych polskich milionerów dołączyło 12 nowych osób.
447,"Wobec ekonomicznych skutków pandemii koronawirusa na Kubie, które zagrażają likwidacją 300 tys. miejsc pracy w sektorze państwowym, rząd zapowiedział rozszerzenie ze 127 do 2 tys. listy rodzajów działalności gospodarczej dostępnych prywatnym przedsiębiorcom."
448,"Saudyjski gigant budowlany Binladen Group, który przeżywa ogromne trudności finansowe, zwolnił 77 tys. zagranicznych pracowników i być może będzie zmuszony pozbyć się jeszcze 12 tys."
449,"Państwa OPEC i Rosja uzgodniły w Wiedniu, że zredukują produkcję ropy o dodatkowe 500 tys. baryłek dziennie, by podtrzymać ceny surowca."
450,Rodzice będą mogli korzystać z dodatkowego zasiłku opiekuńczego do 25 kwietnia – przewiduje opublikowane w czwartek rozporządzenie Rady Ministrów.
451,Przypomina flamaster i podbił serca Polaków.
452,Amazon Polska ma podnieść pensje pracownikom działających w naszym kraju centrów logistycznych.
453,Pierwsza partia norweskiej ropy naftowej dotarła w niedzielę rano na Białoruś.
454,"W związku ze spełnieniem wszystkich warunków formalnych nastąpiło zamknięcie transakcji zakupu przez GPW 65,03 proc. akcji Armenia Securities Exchange - poinformowała we wtorek Giełda Papierów Wartościowych w Warszawie."
455,"Zysk netto Polskiej Grupy Zbrojeniowej w 2018 r. wyniósł 37,4 mln zł i jest lepszy o 151 mln zł w porównaniu z 2017 r.; przychody PGZ w ubiegłym roku osiągnęły 5,5 mld zł i były wyższe o ok. 550 mln zł niż rok wcześniej – poinformował we wtorek minister obrony narodowej Mariusz Błaszczak."
456,"– Płaca minimalna jest bardzo ważna, ponieważ w naszym kraju 1,5 mln pracujących pracuje właśnie za minimalne wynagrodzenie."
457,Poczta Polska uruchomiła dystrybucję bezpłatnych kart SIM Orange przeznaczonych dla obywateli ukraińskich – poinformowała w piątek spółka.
458,"Rosyjski koncern zbrojeniowy Kałasznikow, będący członkiem grupy Rostec, zaprezentował swoje najnowsze osiągnięcie – drona-kamikadze Kub."
459,"Dla konsumentów szczególnie istotna jest szybkość i brak konieczności stania w kolejce – podał w czwartek „Puls Biznesu”, powołując się na badania firmy Mastercard „Czy Polacy są gotowi na sklepy bez kas?”."
460,"Wakacje kredytowe i tarcza antyinflacyjna to tematy, które mocno interesują Polaków."
461,"To rozwiązanie jest skierowane do osób prowadzących jednoosobową działalność gospodarczą, których przeciętne miesięczne przychody nie przekroczą w 2018 r. 5250 zł; zmiany pomogą prawie 200 tys. przedsiębiorców - powiedziała minister przedsiębiorczości i technologii Jadwiga Emilewicz o projekcie „małego ZUS-u”, który przyjął rząd."
462,"Aż trzy czwarte Polaków boi się dalszego wzrostu cen, zwłaszcza żywności i paliw."
463,Prezes spółki PKP Cargo w 2022 roku chce mieć 60-65 proc. udziału na rynku krajowym pod względem pracy przewozowej – podkreślił  prezes spółki Czesław Warsewicz.
464,28 lipca br.
465,W grudniu inflacja może wynieść 6 proc. – powiedział w czwartek na konferencji prasowej prezes NBP Adam Glapiński.
466,"Polskie firmy dostrzegły wartość rodaków studiujących na Wyspach, ale tylko nieliczne zabiegają o absolwentów – pisze „Puls biznesu”."
467,Rada Polityki Pieniężnej podniosła we wtorek wszystkie stopy procentowe o 50 pkt. bazowych.
468,"Urząd Ochrony Konkurencji i Konsumentów nałożył na Polkomtela – operatora sieci Plus – 39,4 mln zł kary."
469,"Koszt frachtu morskiego wzrósł nawet siedmiokrotnie, globalne ceny nawozów o 150 proc., a ropa naftowa – o 70 proc. rok do roku."
470,"Urzędnicy mają się dogadywać z deweloperami, a nie procesować i tracić przy tym czas i pieniądze podatników na wieloletnie wojny finansowe. „Puls Biznesu” wskazuje, że Ministerstwo Rozwoju szykuje wytyczne dla urzędników, którzy będą korzystać z fachowych porad i negocjować."
471,"Komisja Europejska opublikowała rozporządzenie, które pozwala na wydłużenie terminu składania wniosków o dopłaty bezpośrednie za 2018 r. do 15 czerwca."
472,Tylko w ciągu ostatniego roku segment piw bezalkoholowych i niskoalkoholowych urósł aż o 64 procent.
473,"Kandydatka Prawa i Sprawiedliwości na urząd premiera Beata Szydło zapowiedziała, że jeżeli jej ugrupowanie wygra wybory parlamentarne, powoła Narodowe Forum Przedsiębiorców."
474,"Klienci banków złożyli do tej pory około 200 tys. wniosków o tzw. wakacje kredytowe, ale liczba zgłaszanych ostatnio wniosków zmalała – poinformował prezes Związków Banków Polskich Krzysztof Pietraszkiewicz."
475,– Największym wzywaniem w 2019 roku dla polskiej gospodarki będzie utrzymanie wzrostu gospodarczego wobec ogólnoświatowego spowolnienia – mówił prezes Narodowego Banku Polskiego Adam Glapiński podczas otwarcia konferencji „Gospodarcze otwarcie roku 2019”.
476,"Ponad 1,6 mld zł zysku netto wypracowało w ciągu trzech kwartałów tego roku polskie górnictwo węgla kamiennego."
477,Liderka Frontu Narodowego łagodzi ton wypowiedzi na temat wspólnej waluty euro.
478,"Żują, piją, a nawet się w niej myją – od niepamiętnych czasów koka jest bardzo ważnym elementem boliwijskiej kultury oraz historii."
479,"Gazociąg Baltic Pipe przyczyni się do budowy zintegrowanego, konkurencyjnego rynku gazu w regionie Morza Bałtyckiego i w Europie Środkowej i Wschodniej – powiedziała rzeczniczka Komisji Europejskiej Anna-Kaisa Itkonen."
480,Ukraiński państwowy koncern Enerhoatom podpisał z amerykańską firmą Westinghouse umowę na dostawę paliwa jądrowego do wszystkich ukraińskich elektrowni atomowych – podaje w piątek agencja Interfax-Ukraina.
481,"W lutym bezrobocie w Polsce wyniosło 3,1 proc. i był to najniższy wskaźnik wśród krajów Unii Europejskiej – wynika z danych podanych przez Eurostat."
482,"Istnieje bardzo duże prawdopodobieństwo, że osoby, które założyły działalność gospodarczą w 2016 r. będą płaciły preferencyjne stawki na ubezpieczenie społeczne (naliczane od 30 proc. min. wynagrodzenia) do końca 2018 r. – czytamy w dzisiejszym „Dzienniku”."
483,Tutaj z Kaszub ogłaszam start rządowego funduszu Polski Ład – poinformował premier Mateusz Morawiecki podczas spotkania z mieszkańcami wsi Borcz w woj. pomorskim. – Rozpoczynamy od jutra nabór do 20 mld zł i finansowanie inwestycji do 95 proc.
484,"„Podziemny bank” działał we wschodniej prowincji Zhejiang w Chinach – poinformował dziennik „People's Daily”, oficjalna gazeta Komunistycznej Partii Chin."
485,Objęcie niemieckich linii lotniczych Condor procedurą finansowego parasola ochronnego ze strony niemieckich władz wciąż nie zostało sfinalizowane – poinformowała agencja dpa.
486,Zygmunt Solorz i Michał Sołowow chcą wspólnie zbudować elektrownię jądrową na bazie aktywów ZE PAK.
487,Władze Chin zamierzają wprowadzić obostrzenia dla zagranicznych inwestorów.
488,Od poniedziałku przez najbliższe dwa tygodnie ma trwać strajk listonoszy oraz pracowników działu logistyki i sortowni przesyłek fińskiej poczty.
489,"Turcja potwierdziła oficjalnie, że zgadza się na budowę morskiego odcinka drugiej nitki gazociągu Turecki Potok, który ma biec z Rosji po dnie Morza Czarnego i przejąć część gazu obecnie przesyłanego przez Ukrainę – podał w poniedziałek dziennik „Wiedomosti”."
490,Najnowszy Boeing 787-9 Dreamliner w barwach PLL LOT przyleciał w środę na warszawskie Lotnisko Chopina prosto z fabryki w Everett w Stanach Zjednoczonych.
491,"Francuski rząd wezwał   byłego przewodniczącego Komisji Europejskiej Jose Manuela Barroso, by zrezygnował z planów podjęcia pracy na wysokim stanowisku w amerykańskim banku inwestycyjnym Goldman Sachs, co już wcześniej wzbudziło poważne kontrowersje."
492,Wicepremier Mateusz Morawiecki przekonywał w sobotę w Londynie polskich studentów z brytyjskich uczelni do powrotu do Polski. – Kilka lat temu ludzie pakowali walizki i wyjeżdżali; dzisiaj to my przyciągamy inwestorów i inwestycje z Londynu – argumentował.
493,Aż 32 mln euro zapłacono na aukcji w Belgii za nieoszlifowany diament.
494,W Katowicach rozpoczął się w poniedziałek XI Europejski Kongres Gospodarczy (EKG).
495,"Przeciętny koszyk wielkanocny zawierający dwa jaja, 50 g pieczywa i 50 g wędliny będzie kosztował o 1 proc. więcej niż w 2020 roku – wskazała analityczka banku BNP Paribas Karolina Załuska."
496,Komisja Europejska zatwierdziła przejęcie Lotosu przez PKN Orlen.
497,"Widzowie TVP Info oraz użytkownicy portalu tvp.info wskażą po raz pierwszy „człowieka, który zmienia biznes”."
498,Przedstawiciele ministerstw finansów Polski i Estonii podpisali w Tallinie deklarację o pogłębionej współpracy w walce z przestępczością podatkową i karuzelami VAT – poinformowało Ministerstwo Finansów.
499,"Szczęście, ale tylko materialne, można kupić."
500,Szycie maseczek uratowało tysiące miejsc pracy – pisze „Super Express”.
501,"Jest jeszcze możliwość odzyskania 100 proc. tych pieniędzy i ja nie spocznę, dopóki ci ludzie nie dostaną na tacy tych pieniędzy – powiedział Radiu Zet były prezes GetBack Konrad Kąkolewski, któremu niedawno sąd uchylił areszt."
502,Polska jest drugim najlepszym państwem do inwestowania lub robienia interesów – wynika z rankingu amerykańskiego magazynu „CEO World Magazine”.
503,"Minister finansów Paweł Szałamacha zapowiada, że w przyszłym roku raczej nie będzie obniżek stawek VAT."
504,"Francuski koncern motoryzacyjny PSA kupił od General Motors firmę Opel oraz jego brytyjską markę, Vauxhall – poinformowano w poniedziałek w Paryżu."
505,"Prognozy Komisji Europejskiej potwierdzają, że polska gospodarka stosunkowo dobrze poradziła sobie w trudnym czasie pandemii – mówi Tadeusz Kościński, minister finansów."
506,"Elastyczność i odporność polskiej gospodarki jest „znacznie większa niż ekonomii Włoch, Francji, czy Hiszpanii, a nawet Wielkiej Brytanii” ponieważ stosunek długu publicznego do PKB jest u nas na dużo niższym poziomie – ocenia prof."
507,"Linie American Airlines poinformowały w piątek, że przedłużyły okres wycofania z eksploatacji samolotów Boeing 737 MAX do 5 marca 2020 r."
508,"Krzysztof Mamiński, prezes zarządu Polskich Kolei Państwowych S."
509,Po trwających od końca marca obniżkach cen autogazu na stacjach paliwo to ponownie zaczęło drożeć – informuje e-petrol.pl.
510,"Niemiecka stacja Deutsche Welle poinformowała, że oficjalne zakończenie budowy gazociągu Nord Stream 2, łączącego Rosję i Niemcy oraz omijającego Polskę, jest planowane na 23 sierpnia."
511,"Cena baryłki ropy Brent, czyli wyznacznika cen dla gatunków ropy z Morza Północnego, spadła na londyńskiej giełdzie do poziomu poniżej 35 dolarów za baryłkę."
512,"– Oferta ARP dotycząca kupna Stoczni Gdańsk i GSG Towers jest bardzo korzystna; jesteśmy jednak przygotowani na realizację alternatywnego scenariusza na wypadek, gdyby negocjacje nie zakończyły się sukcesem – powiedział w rozmowie z „Naszym Dziennikiem” prezes agencji Marcin Chludziński."
513,"Ochrona wynagrodzenia przed komornikiem jest realna pod warunkiem, że nie trafia ono na konto pracownika – przestrzega „Rzeczpospolita”."
514,"Wiosenne mrozy sprawiły, że tegoroczne zbiory winogron będą rekordowo niskie – podało  francuskie Ministerstwo Rolnictwa, Żywności i Leśnictwa."
515,"Zgodnie z przypuszczeniami Volkswagen nie był jedynym koncernem, który manipulował testami spalin."
516,"„Fiasko oferty giełdowej firmy Palikota i Wojewódzkiego” – donosiły niedawno media informując, że kontrowersyjnym postaciom udało się sprzedać tylko 68 proc. akcji ich nowego biznesu."
517,– Protekcjonizm to zamknięcie się w ciemnym pokoju.
518,"Po weekendzie, w poniedziałek 29 sierpnia, złoty kolejny raz traci względem głównych walut."
519,W związku z pandemią koronawirusa Grupa TUI – największy koncern turystyczny na świecie – zawiesza większość swojej działalności operacyjnej.
520,"Przywrócenie tłoczenia ropy naftowej jedną nitką od 10 czerwca br., postęp w rozmowach dotyczących odszkodowań – to efekt rozmów w Moskwie przedstawicieli spółek paliwowych ws. przesyłu ropy rurociągiem „Przyjaźń” – poinformowało Ministerstwo Energii."
521,"Ministerstwo Finansów planuje, że od 1 grudnia 2021 r. bramki opłat ze szlabanami na płatnych odcinkach państwowych autostrad nie będą już potrzebne."
522,Prezes UOKiK zgodził się na warunkowe przejęcie PGNiG przez PKN Orlen – podały spółki.
523,"Od poniedziałku można już korzystać z nowych 30 km drogi ekspresowej S19 Via Carpatia, a za chwilę gotowe będą jej kolejne fragmenty. – To końcowy etap realizacji wielu odcinków, więc w grudniu na szlaku Via Carpatia jest dużo otwarć – zapowiada minister infrastruktury Andrzej Adamczyk."
524,"Wiele za ten banknot się nie kupi, ale kolekcjonerzy są zachwyceni."
525,Na wniosek Komisji Europejskiej firma farmaceutyczna AstraZeneca zgodziła się opublikować obustronną umowę na zakup szczepionek przeciw COVID-19.
526,Światowe giełdy notują duże spadki.
527,"–  Podnoszenie podatków nie jest dobrym sposobem na rozwój gospodarczy, a my jesteśmy nastawieni na rozwój więc na pewno podatków podnosić nie będziemy – zapewniła premier Beata Szydło w „Dziś wieczorem”."
528,250 samolotów A320neo kupią od Airbusa tanie indyjskie linie lotnicze IndiGo.
529,"Rusza wielka reforma skarbówki, która przewiduje powołanie Krajowej Administracji Skarbowej."
530,"Ustabilizowanie finansów spółki, poprawa efektywności, które przyniosą ponad 3 miliardy oszczędności oraz rekordowe inwestycje na poziomie 18 mld. złotych w najbliższych latach."
531,"Na tle unijnych gospodarek, w tym m.in. wzrostu w Niemczech, gdzie w pierwszym kwartale tego roku zanotowano wzrost zaledwie o 0,4 proc., Polska gospodarka okazuje się prymusem – stwierdza niemiecki portal Deutsche Welle."
532,"Podtrzymuję, że w tym roku zamierzam kupić kolejne 100 ton złota, w korzystnej sytuacji i właściwych dawkach – powiedział w środę prezes NBP Adam Glapiński."
533,Właściciele Facebooka i Instagrama oraz Google'a i YouTube'a ogłosili we wtorek zablokowanie dostępu do rosyjskich mediów państwowych.
534,"Epidemia koronawirusa mocno uderzyła w Polskę, ale gospodarka wyszła z tego kryzysu nadzwyczaj dobrze."
535,„Na terenie całego kraju wystąpiła susza rolnicza” – informuje Krajowa Rada Izb Rolniczych.
